"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Data Item","Domain","Domain Category","Value","CV (%)"
"SURVEY","2024","YEAR","","COUNTY","IOWA","19","EAST CENTRAL","60","BENTON","011","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","238.6","1.6"
"SURVEY","2024","YEAR","","COUNTY","IOWA","19","EAST CENTRAL","60","CEDAR","031","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","236.2","1.4"
"SURVEY","2024","YEAR","","COUNTY","IOWA","19","EAST CENTRAL","60","CLINTON","045","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","235.9","1.6"
"SURVEY","2024","YEAR","","COUNTY","IOWA","19","EAST CENTRAL","60","IOWA","095","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","219.2","3.3"
"SURVEY","2024","YEAR","","COUNTY","IOWA","19","EAST CENTRAL","60","JACKSON","097","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","227.5","3.1"
"SURVEY","2024","YEAR","","COUNTY","IOWA","19","EAST CENTRAL","60","JACKSON","097","","","00000000","","CORN","CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","21.5","2.2"
"SURVEY","2024","YEAR","","COUNTY","IOWA","19","EAST CENTRAL","60","JOHNSON","103","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","223.1","3.1"
"SURVEY","2024","YEAR","","COUNTY","IOWA","19","EAST CENTRAL","60","JONES","105","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","233.3","2.1"
"SURVEY","2024","YEAR","","COUNTY","IOWA","19","EAST CENTRAL","60","LINN","113","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","230.1","2.5"
"SURVEY","2024","YEAR","","COUNTY","IOWA","19","EAST CENTRAL","60","MUSCATINE","139","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","220.4","2.2"
"SURVEY","2024","YEAR","","COUNTY","IOWA","19","EAST CENTRAL","60","SCOTT","163","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","234.2","3.0"
"SURVEY","2024","YEAR","","COUNTY","IOWA","19","NORTH CENTRAL","20","BUTLER","023","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","209.8","2.8"
"SURVEY","2024","YEAR","","COUNTY","IOWA","19","NORTH CENTRAL","20","CERRO GORDO","033","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","199.7","3.6"
"SURVEY","2024","YEAR","","COUNTY","IOWA","19","NORTH CENTRAL","20","CERRO GORDO","033","","","00000000","","CORN","CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","23","10.3"
"SURVEY","2024","YEAR","","COUNTY","IOWA","19","NORTH CENTRAL","20","FLOYD","067","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","210.1","2.4"
"SURVEY","2024","YEAR","","COUNTY","IOWA","19","NORTH CENTRAL","20","FLOYD","067","","","00000000","","CORN","CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","24","6.0"
"SURVEY","2024","YEAR","","COUNTY","IOWA","19","NORTH CENTRAL","20","FRANKLIN","069","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","204.9","1.7"
"SURVEY","2024","YEAR","","COUNTY","IOWA","19","NORTH CENTRAL","20","HANCOCK","081","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","203.1","1.4"
"SURVEY","2024","YEAR","","COUNTY","IOWA","19","NORTH CENTRAL","20","HUMBOLDT","091","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","205.7","2.9"
"SURVEY","2024","YEAR","","COUNTY","IOWA","19","NORTH CENTRAL","20","MITCHELL","131","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","212.8","2.7"
"SURVEY","2024","YEAR","","COUNTY","IOWA","19","NORTH CENTRAL","20","WINNEBAGO","189","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","182.6","2.4"
"SURVEY","2024","YEAR","","COUNTY","IOWA","19","NORTH CENTRAL","20","WORTH","195","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","198.6","1.6"
"SURVEY","2024","YEAR","","COUNTY","IOWA","19","NORTHEAST","30","ALLAMAKEE","005","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","216.3","3.9"
"SURVEY","2024","YEAR","","COUNTY","IOWA","19","NORTHEAST","30","BLACK HAWK","013","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","205.9","2.9"
"SURVEY","2024","YEAR","","COUNTY","IOWA","19","NORTHEAST","30","BREMER","017","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","205.9","2.9"
"SURVEY","2024","YEAR","","COUNTY","IOWA","19","NORTHEAST","30","BREMER","017","","","00000000","","CORN","CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","21","2.3"
"SURVEY","2024","YEAR","","COUNTY","IOWA","19","NORTHEAST","30","BUCHANAN","019","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","220.8","1.9"
"SURVEY","2024","YEAR","","COUNTY","IOWA","19","NORTHEAST","30","CHICKASAW","037","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","206.5","3.3"
"SURVEY","2024","YEAR","","COUNTY","IOWA","19","NORTHEAST","30","CLAYTON","043","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","220.2","2.6"
"SURVEY","2024","YEAR","","COUNTY","IOWA","19","NORTHEAST","30","DELAWARE","055","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","219.5","2.5"
"SURVEY","2024","YEAR","","COUNTY","IOWA","19","NORTHEAST","30","DUBUQUE","061","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","221.7","2.1"
"SURVEY","2024","YEAR","","COUNTY","IOWA","19","NORTHEAST","30","DUBUQUE","061","","","00000000","","CORN","CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","24","3.9"
"SURVEY","2024","YEAR","","COUNTY","IOWA","19","NORTHEAST","30","FAYETTE","065","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","201.2","3.1"
"SURVEY","2024","YEAR","","COUNTY","IOWA","19","NORTHEAST","30","HOWARD","089","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","212.5","2.8"
"SURVEY","2024","YEAR","","COUNTY","IOWA","19","NORTHEAST","30","HOWARD","089","","","00000000","","CORN","CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","22","13.5"
"SURVEY","2024","YEAR","","COUNTY","IOWA","19","NORTHEAST","30","WINNESHIEK","191","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","212.1","2.8"
"SURVEY","2024","YEAR","","COUNTY","IOWA","19","NORTHEAST","30","WINNESHIEK","191","","","00000000","","CORN","CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","26.5","3.9"
"SURVEY","2024","YEAR","","COUNTY","IOWA","19","NORTHWEST","10","CHEROKEE","035","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","207.1","2.9"
"SURVEY","2024","YEAR","","COUNTY","IOWA","19","NORTHWEST","10","CLAY","041","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","176.1","2.7"
"SURVEY","2024","YEAR","","COUNTY","IOWA","19","NORTHWEST","10","CLAY","041","","","00000000","","CORN","CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","26","4.6"
"SURVEY","2024","YEAR","","COUNTY","IOWA","19","NORTHWEST","10","DICKINSON","059","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","160.8","4.0"
"SURVEY","2024","YEAR","","COUNTY","IOWA","19","NORTHWEST","10","DICKINSON","059","","","00000000","","CORN","CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","22","5.1"
"SURVEY","2024","YEAR","","COUNTY","IOWA","19","NORTHWEST","10","LYON","119","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","198.8","3.1"
"SURVEY","2024","YEAR","","COUNTY","IOWA","19","NORTHWEST","10","LYON","119","","","00000000","","CORN","CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","21.5","8.4"
"SURVEY","2024","YEAR","","COUNTY","IOWA","19","NORTHWEST","10","O BRIEN","141","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","199","1.8"
"SURVEY","2024","YEAR","","COUNTY","IOWA","19","NORTHWEST","10","O BRIEN","141","","","00000000","","CORN","CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","24.5","2.4"
"SURVEY","2024","YEAR","","COUNTY","IOWA","19","NORTHWEST","10","PALO ALTO","147","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","182.3","2.0"
"SURVEY","2024","YEAR","","COUNTY","IOWA","19","NORTHWEST","10","PLYMOUTH","149","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","195.6","2.0"
"SURVEY","2024","YEAR","","COUNTY","IOWA","19","NORTHWEST","10","PLYMOUTH","149","","","00000000","","CORN","CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","20","12.4"
"SURVEY","2024","YEAR","","COUNTY","IOWA","19","NORTHWEST","10","POCAHONTAS","151","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","203","2.8"
"SURVEY","2024","YEAR","","COUNTY","IOWA","19","NORTHWEST","10","SIOUX","167","","","00000000","","CORN","CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","27.5","2.7"
"SURVEY","2024","YEAR","","COUNTY","IOWA","19","SOUTH CENTRAL","80","CLARKE","039","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","183.9","5.0"
"SURVEY","2024","YEAR","","COUNTY","IOWA","19","SOUTH CENTRAL","80","DECATUR","053","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","172.2","3.8"
"SURVEY","2024","YEAR","","COUNTY","IOWA","19","SOUTH CENTRAL","80","MARION","125","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","218.1","2.8"
"SURVEY","2024","YEAR","","COUNTY","IOWA","19","SOUTH CENTRAL","80","MONROE","135","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","191.7","1.9"
"SURVEY","2024","YEAR","","COUNTY","IOWA","19","SOUTH CENTRAL","80","MONROE","135","","","00000000","","CORN","CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","19.5","10.0"
"SURVEY","2024","YEAR","","COUNTY","IOWA","19","SOUTH CENTRAL","80","WAYNE","185","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","194.8","2.4"
"SURVEY","2024","YEAR","","COUNTY","IOWA","19","SOUTHEAST","90","DAVIS","051","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","194.9","4.3"
"SURVEY","2024","YEAR","","COUNTY","IOWA","19","SOUTHEAST","90","DES MOINES","057","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","221.8","2.5"
"SURVEY","2024","YEAR","","COUNTY","IOWA","19","SOUTHEAST","90","HENRY","087","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","213.7","4.3"
"SURVEY","2024","YEAR","","COUNTY","IOWA","19","SOUTHEAST","90","JEFFERSON","101","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","203.7","2.5"
"SURVEY","2024","YEAR","","COUNTY","IOWA","19","SOUTHEAST","90","LEE","111","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","223.3","2.1"
"SURVEY","2024","YEAR","","COUNTY","IOWA","19","SOUTHEAST","90","LOUISA","115","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","214.5","2.4"
"SURVEY","2024","YEAR","","COUNTY","IOWA","19","SOUTHEAST","90","MAHASKA","123","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","222.9","3.7"
"SURVEY","2024","YEAR","","COUNTY","IOWA","19","SOUTHWEST","70","ADAIR","001","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","211.2","2.5"
"SURVEY","2024","YEAR","","COUNTY","IOWA","19","SOUTHWEST","70","CASS","029","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","217","1.9"
"SURVEY","2024","YEAR","","COUNTY","IOWA","19","SOUTHWEST","70","CASS","029","","","00000000","","CORN","CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","27","9.0"
"SURVEY","2024","YEAR","","COUNTY","IOWA","19","SOUTHWEST","70","FREMONT","071","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","231","1.2"
"SURVEY","2024","YEAR","","COUNTY","IOWA","19","SOUTHWEST","70","MILLS","129","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","210.9","3.3"
"SURVEY","2024","YEAR","","COUNTY","IOWA","19","SOUTHWEST","70","MONTGOMERY","137","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","215.8","3.5"
"SURVEY","2024","YEAR","","COUNTY","IOWA","19","SOUTHWEST","70","MONTGOMERY","137","","","00000000","","CORN","CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","21.5","15.4"
"SURVEY","2024","YEAR","","COUNTY","IOWA","19","SOUTHWEST","70","PAGE","145","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","209.1","2.6"
"SURVEY","2024","YEAR","","COUNTY","IOWA","19","SOUTHWEST","70","TAYLOR","173","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","192.7","3.9"
"SURVEY","2024","YEAR","","COUNTY","IOWA","19","WEST CENTRAL","40","AUDUBON","009","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","224.2","2.2"
"SURVEY","2024","YEAR","","COUNTY","IOWA","19","WEST CENTRAL","40","CALHOUN","025","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","228.8","1.0"
"SURVEY","2024","YEAR","","COUNTY","IOWA","19","WEST CENTRAL","40","CALHOUN","025","","","00000000","","CORN","CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","21.5","7.5"
"SURVEY","2024","YEAR","","COUNTY","IOWA","19","WEST CENTRAL","40","CARROLL","027","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","240.9","1.3"
"SURVEY","2024","YEAR","","COUNTY","IOWA","19","WEST CENTRAL","40","CRAWFORD","047","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","214.2","1.6"
"SURVEY","2024","YEAR","","COUNTY","IOWA","19","WEST CENTRAL","40","GREENE","073","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","223.1","2.1"
"SURVEY","2024","YEAR","","COUNTY","IOWA","19","WEST CENTRAL","40","IDA","093","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","221.5","2.6"
"SURVEY","2024","YEAR","","COUNTY","IOWA","19","WEST CENTRAL","40","MONONA","133","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","192","4.3"
"SURVEY","2024","YEAR","","COUNTY","IOWA","19","WEST CENTRAL","40","SAC","161","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","229.1","1.8"
"SURVEY","2024","YEAR","","COUNTY","IOWA","19","WEST CENTRAL","40","SAC","161","","","00000000","","CORN","CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","21.5","10.3"
"SURVEY","2024","YEAR","","COUNTY","IOWA","19","WEST CENTRAL","40","WOODBURY","193","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","206.4","1.2"
"SURVEY","2024","YEAR","","COUNTY","IOWA","19","WEST CENTRAL","40","WOODBURY","193","","","00000000","","CORN","CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","22.5","3.4"
"SURVEY","2023","YEAR","","COUNTY","IOWA","19","","99","OTHER COUNTIES","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","198.9","1.0"
"SURVEY","2023","YEAR","","COUNTY","IOWA","19","","99","OTHER COUNTIES","","","","00000000","","CORN","CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","19","0.9"
"SURVEY","2023","YEAR","","COUNTY","IOWA","19","CENTRAL","50","BOONE","015","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","226.5","2.2"
"SURVEY","2023","YEAR","","COUNTY","IOWA","19","CENTRAL","50","DALLAS","049","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","210.9","0.9"
"SURVEY","2023","YEAR","","COUNTY","IOWA","19","CENTRAL","50","GRUNDY","075","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","212.9","2.6"
"SURVEY","2023","YEAR","","COUNTY","IOWA","19","CENTRAL","50","HAMILTON","079","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","215.5","1.6"
"SURVEY","2023","YEAR","","COUNTY","IOWA","19","CENTRAL","50","HARDIN","083","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","213.3","1.8"
"SURVEY","2023","YEAR","","COUNTY","IOWA","19","CENTRAL","50","JASPER","099","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","218","1.6"
"SURVEY","2023","YEAR","","COUNTY","IOWA","19","CENTRAL","50","MARSHALL","127","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","216.3","1.6"
"SURVEY","2023","YEAR","","COUNTY","IOWA","19","CENTRAL","50","MARSHALL","127","","","00000000","","CORN","CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","25","4.0"
"SURVEY","2023","YEAR","","COUNTY","IOWA","19","CENTRAL","50","POLK","153","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","206.4","2.6"
"SURVEY","2023","YEAR","","COUNTY","IOWA","19","CENTRAL","50","POWESHIEK","157","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","204.9","3.1"
"SURVEY","2023","YEAR","","COUNTY","IOWA","19","CENTRAL","50","STORY","169","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","211.4","3.2"
"SURVEY","2023","YEAR","","COUNTY","IOWA","19","CENTRAL","50","TAMA","171","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","197.4","2.7"
"SURVEY","2023","YEAR","","COUNTY","IOWA","19","CENTRAL","50","WEBSTER","187","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","212.8","1.4"
"SURVEY","2023","YEAR","","COUNTY","IOWA","19","EAST CENTRAL","60","BENTON","011","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","199.7","2.1"
"SURVEY","2023","YEAR","","COUNTY","IOWA","19","EAST CENTRAL","60","CEDAR","031","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","205.7","2.3"
"SURVEY","2023","YEAR","","COUNTY","IOWA","19","EAST CENTRAL","60","CLINTON","045","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","198","2.7"
"SURVEY","2023","YEAR","","COUNTY","IOWA","19","EAST CENTRAL","60","IOWA","095","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","213.5","2.2"
"SURVEY","2023","YEAR","","COUNTY","IOWA","19","EAST CENTRAL","60","JACKSON","097","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","189.6","2.9"
"SURVEY","2023","YEAR","","COUNTY","IOWA","19","EAST CENTRAL","60","JOHNSON","103","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","203.1","4.5"
"SURVEY","2023","YEAR","","COUNTY","IOWA","19","EAST CENTRAL","60","JOHNSON","103","","","00000000","","CORN","CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","17.5","7.7"
