county,date,year,NDVI
monroe,2025-05-25,2025,0.5671933096374673
montgomery,2025-04-07,2025,0.3018799134212578
montgomery,2025-04-23,2025,0.3483594124627854
montgomery,2025-05-09,2025,0.3546904806505887
montgomery,2025-05-25,2025,0.4340319935994525
muscatine,2025-04-07,2025,0.2864102636559583
muscatine,2025-04-23,2025,0.3446776025354193
muscatine,2025-05-09,2025,0.3588162968263872
muscatine,2025-05-25,2025,0.4432938978340033
o'brien,2025-04-07,2025,0.2551155752069114
o'brien,2025-04-23,2025,0.294628733656046
o'brien,2025-05-09,2025,0.2816323665828042
o'brien,2025-05-25,2025,0.3787522835133173
osceola,2025-04-07,2025,0.2502904796504222
osceola,2025-04-23,2025,0.2871130320975499
osceola,2025-05-09,2025,0.2769757673712681
osceola,2025-05-25,2025,0.394077203900572
page,2025-04-07,2025,0.3189386694139627
page,2025-04-23,2025,0.3738926456954113
page,2025-05-09,2025,0.3766856650595042
page,2025-05-25,2025,0.4570484109254966
palo alto,2025-04-07,2025,0.2490760508670365
palo alto,2025-04-23,2025,0.2793625867548857
palo alto,2025-05-09,2025,0.3221191041878838
palo alto,2025-05-25,2025,0.3918007809816447
plymouth,2025-04-07,2025,0.2554836933086608
plymouth,2025-04-23,2025,0.2919385309988613
plymouth,2025-05-09,2025,0.2848117023636626
plymouth,2025-05-25,2025,0.3654249418284199
pocahontas,2025-04-07,2025,0.2440201537841181
pocahontas,2025-04-23,2025,0.2710057555491944
pocahontas,2025-05-09,2025,0.2992525072673466
pocahontas,2025-05-25,2025,0.3718502724274763
polk,2025-04-07,2025,0.2897388993630389
polk,2025-04-23,2025,0.3550754265347593
polk,2025-05-09,2025,0.3855666195144883
polk,2025-05-25,2025,0.4695177871045832
pottawattamie,2025-04-07,2025,0.2754260110798368
pottawattamie,2025-04-23,2025,0.3135751332222795
pottawattamie,2025-05-09,2025,0.3495110035999167
pottawattamie,2025-05-25,2025,0.3744269804014091
poweshiek,2025-04-07,2025,0.2775429356114077
poweshiek,2025-04-23,2025,0.3589676636258602
poweshiek,2025-05-09,2025,0.3727450971817947
poweshiek,2025-05-25,2025,0.41585054090381
ringgold,2025-04-07,2025,0.3692360752086161
ringgold,2025-04-23,2025,0.4335109471322229
ringgold,2025-05-09,2025,0.5141093160781148
ringgold,2025-05-25,2025,0.5579095655697187
sac,2025-04-07,2025,0.2515979805441506
sac,2025-04-23,2025,0.285694608917315
sac,2025-05-09,2025,0.2964793658177397
sac,2025-05-25,2025,0.3634846362400444
scott,2025-04-07,2025,0.2751099333979087
scott,2025-04-23,2025,0.334819908272447
scott,2025-05-09,2025,0.3455109053981272
scott,2025-05-25,2025,0.4464745220888523
shelby,2025-04-07,2025,0.2525675951582789
shelby,2025-04-23,2025,0.2895028267270796
shelby,2025-05-09,2025,0.3188825536777512
shelby,2025-05-25,2025,0.3649983595562114
sioux,2025-04-07,2025,0.2723260452190311
sioux,2025-04-23,2025,0.3123952856325109
sioux,2025-05-09,2025,0.2943383662513281
sioux,2025-05-25,2025,0.3903833051507527
story,2025-04-07,2025,0.2543224485025138
story,2025-04-23,2025,0.3225768481109525
story,2025-05-09,2025,0.34432624917131
story,2025-05-25,2025,0.4204768876689115
tama,2025-04-07,2025,0.2548329943878454
tama,2025-04-23,2025,0.3334632799010604
tama,2025-05-09,2025,0.3477423190662587
tama,2025-05-25,2025,0.3601170320350626
taylor,2025-04-07,2025,0.3426258383798098
taylor,2025-04-23,2025,0.400756441962896
taylor,2025-05-09,2025,0.4325380735578624
taylor,2025-05-25,2025,0.513315689731776
union,2025-04-07,2025,0.3422615723694618
union,2025-04-23,2025,0.4037858062080301
union,2025-05-09,2025,0.4140706157150898
union,2025-05-25,2025,0.5105123001031556
van buren,2025-04-07,2025,0.3244772521718764
van buren,2025-04-23,2025,0.4292505831997376
van buren,2025-05-09,2025,0.4423580401130051
van buren,2025-05-25,2025,0.5405976284205046
wapello,2025-04-07,2025,0.3018309583788823
wapello,2025-04-23,2025,0.3784226904273043
wapello,2025-05-09,2025,0.3997418117166795
wapello,2025-05-25,2025,0.5153849839453334
warren,2025-04-07,2025,0.3148578472729214
warren,2025-04-23,2025,0.4119412732149087
warren,2025-05-09,2025,0.4460402348225057
warren,2025-05-25,2025,0.5213185477183961
washington,2025-04-07,2025,0.2988934456784189
washington,2025-04-23,2025,0.3744543094701342
washington,2025-05-09,2025,0.3824291753922206
washington,2025-05-25,2025,0.4643058508893388
wayne,2025-04-07,2025,0.32039395678221
wayne,2025-04-23,2025,0.4113823175016027
wayne,2025-05-09,2025,0.4429235648513386
wayne,2025-05-25,2025,0.5491661027151848
webster,2025-04-07,2025,0.2540142256483346
webster,2025-04-23,2025,0.287224386603067
webster,2025-05-09,2025,0.3128510350058581
webster,2025-05-25,2025,0.4048184814083967
winnebago,2025-04-07,2025,0.2405540675190288
winnebago,2025-04-23,2025,0.2787621305340546
winnebago,2025-05-09,2025,0.3114252751523961
winnebago,2025-05-25,2025,0.3765348148104751
winneshiek,2025-04-07,2025,0.2585741085847661
winneshiek,2025-04-23,2025,0.351872409067208
winneshiek,2025-05-09,2025,0.3696710999442387
winneshiek,2025-05-25,2025,0.4297764835866164
woodbury,2025-04-07,2025,0.2476234394536472
woodbury,2025-04-23,2025,0.2842744477244526
woodbury,2025-05-09,2025,0.2876502100770154
woodbury,2025-05-25,2025,0.3424072440562353
worth,2025-04-07,2025,0.2420598167343974
worth,2025-04-23,2025,0.2833968563804264
worth,2025-05-09,2025,0.3206100626602834
worth,2025-05-25,2025,0.3695960716842374
wright,2025-04-07,2025,0.2521105246570428
wright,2025-04-23,2025,0.2894052925768038
wright,2025-05-09,2025,0.3103309382796702
wright,2025-05-25,2025,0.3600152728964839
