county,date,year,temperature,rainfall,evapotranspiration
adair,2025-05-15,2025,23.065925046074483,0.0045346306812659,-0.0048764252502159
adair,2025-05-16,2025,19.33031102091155,0.000131174842745,-0.0041873828663733
adair,2025-05-17,2025,13.67705249274843,1.7166137808999338e-06,-0.0033650414981656
adair,2025-05-18,2025,14.330079704805996,2.1517271306947805e-06,-0.0039356904771744
adair,2025-05-19,2025,17.518095614261654,0.0290962375977066,-0.0028414977708882
adair,2025-05-20,2025,15.681503244038026,0.0417413277259691,-0.0016002573233114
adair,2025-05-21,2025,12.449111129875746,1.4568277116366348e-05,-0.0037271273553111
adair,2025-05-22,2025,11.530072105550005,0.000294135435323,-0.0030703921650997
adair,2025-05-23,2025,12.533009207240923,6.926009520811552e-05,-0.0039561088512542
adair,2025-05-24,2025,15.034131287161586,0.0042953053577748,-0.0032353451810673
adair,2025-05-25,2025,14.456080673506222,0.0058471829620467,-0.0034654234040246
adair,2025-05-26,2025,15.036539217162442,0.0001350630147089,-0.0034539957840499
adair,2025-05-27,2025,13.641001771334004,0.0056146570592355,-0.0021139660335595
adair,2025-05-28,2025,14.811299125640346,0.0005607396700861,-0.0031052597025442
adair,2025-05-29,2025,15.21085989724429,0.0010127649508531,-0.0035572146878364
adair,2025-05-30,2025,17.235337873689105,0.000946674178481,-0.0049979806000243
adair,2025-05-31,2025,20.047024608354718,8.64594085214776e-07,-0.0053882233483264
adair,2025-06-01,2025,21.20335607802116,8.55822065659595e-07,-0.0052471638587386
adams,2025-04-01,2025,6.567056987581907,0.0006699782234186,-0.0012171965956328
adams,2025-04-02,2025,12.084723007774869,0.0186971751807545,-0.0023449600953858
adams,2025-04-03,2025,7.691603903817338,1.7225742112714215e-06,-0.0020379113745014
adams,2025-04-04,2025,6.691418437940854,0.0038654175504602,-0.0013696478984391
adams,2025-04-05,2025,5.519892398537706,0.0010572630280178,-0.0022124050579585
adams,2025-04-06,2025,4.185051055717395,4.351138045421976e-07,-0.0025674790628354
adams,2025-04-07,2025,5.2472629230081225,4.351138045421976e-07,-0.0023508160482422
adams,2025-04-08,2025,3.428635910688797,0.0,-0.0025225444706831
adams,2025-04-09,2025,11.734466849660464,0.0004439449980999,-0.0032972679808036
adams,2025-04-10,2025,12.490730092693923,0.0002949899346131,-0.0030352824779561
adams,2025-04-11,2025,10.313255796185388,3.7933388250286393e-06,-0.0024029438663523
adams,2025-04-12,2025,11.778070614825936,1.265911691916699e-06,-0.0031046206628449
adams,2025-04-13,2025,18.409595352118345,1.910724754303183e-05,-0.0035594727262235
adams,2025-04-14,2025,14.057721355666786,2.6377665886561428e-05,-0.0029683358383042
adams,2025-04-15,2025,9.694862431516924,4.7256102747045e-06,-0.0032215438972928
adams,2025-04-16,2025,12.647672324227585,3.927232592738666e-05,-0.0036326348656743
adams,2025-04-17,2025,19.33598929874813,0.0001537487424943,-0.0027154112873903
adams,2025-04-18,2025,15.009311782046098,0.0135825062444254,-0.0013918620983673
adams,2025-04-19,2025,10.091481021134541,7.261048111088325e-06,-0.0029823058427139
adams,2025-04-20,2025,8.208405740651074,0.0094557751039468,-0.0013380813045332
adams,2025-04-21,2025,11.180884803247125,0.0018753387937071,-0.0034442367646393
adams,2025-04-22,2025,16.632990217507313,0.0006163985988984,-0.0030444073326006
adams,2025-04-23,2025,17.592132820627285,0.0053361272324164,-0.0035181644058039
adams,2025-04-24,2025,17.178659681468616,0.005949305135172,-0.0021437169170012
adams,2025-04-25,2025,15.18589361427729,0.0205673041397093,-0.0024491687832105
adams,2025-04-26,2025,11.98435046525816,0.0003236064562529,-0.0031891211744987
adams,2025-04-27,2025,13.600709689483836,0.0001392542926488,-0.001701712268517
adams,2025-04-28,2025,19.121228736420676,0.0008564542987068,-0.0021810671701607
adams,2025-04-29,2025,15.255780455765773,0.0008792106451681,-0.0041736131873551
adams,2025-04-30,2025,13.50053046655205,0.0029297714139117,-0.00262895158115
adams,2025-05-01,2025,15.1820141789741,0.0088305434983106,-0.0023321380778827
adams,2025-05-02,2025,11.432540458904214,0.0056679445835214,-0.0022030404863764
adams,2025-05-03,2025,10.446503509848867,0.0002507544434741,-0.0032211294160511
adams,2025-05-04,2025,12.342609530287973,8.630463774750297e-07,-0.0039101449580458
adams,2025-05-05,2025,15.122944302597261,8.523463748133508e-07,-0.0043156802694215
adams,2025-05-06,2025,15.939005397834194,1.7171240642710472e-06,-0.0043612193448553
adams,2025-05-07,2025,17.31440696068603,3.090785453362874e-06,-0.0038239536227673
adams,2025-05-08,2025,17.310979141562825,1.1967582872516395e-05,-0.0042744003628298
adams,2025-05-09,2025,16.630327120415302,4.351138045421976e-07,-0.0045237118747814
adams,2025-05-10,2025,19.267283028337545,8.583068833445395e-07,-0.0050669726428773
adams,2025-05-11,2025,21.195130254968944,8.583068797918258e-07,-0.0055586936888622
adams,2025-05-12,2025,20.717784300012568,2.1457671550706436e-06,-0.0054186935793738
adams,2025-05-13,2025,21.881287245286103,1.2408951921812104e-06,-0.0046074275881171
adams,2025-05-14,2025,24.045512496498304,0.0,-0.0051683534743219
adams,2025-05-15,2025,23.2658133601376,0.0050470969987039,-0.0049973405967528
adams,2025-05-16,2025,19.796281178792526,0.0001596201719546,-0.0043012800831197
adams,2025-05-17,2025,14.533099068308502,1.7166137808999338e-06,-0.0035398879805055
adams,2025-05-18,2025,15.240172166457967,2.169304907974387e-06,-0.0041258783841221
adams,2025-05-19,2025,18.555851515155496,0.0331812770757729,-0.002786471622549
adams,2025-05-20,2025,16.05344916711016,0.0357739296436047,-0.0017520358618698
adams,2025-05-21,2025,12.89574940181194,6.853952456718672e-06,-0.0039616831515893
adams,2025-05-22,2025,12.274959052173756,4.546650692860501e-05,-0.0035128911967132
adams,2025-05-23,2025,12.779786445542811,2.175400947437849e-05,-0.0037975489538931
adams,2025-05-24,2025,15.978852106525721,0.0013903819842617,-0.0037173751092468
adams,2025-05-25,2025,15.08068826179408,0.0051258689436771,-0.0034362794626654
adams,2025-05-26,2025,15.610645974289696,0.00028677170462,-0.003346508995058
adams,2025-05-27,2025,13.646753060594108,0.0055684002610583,-0.001881265648748
adams,2025-05-28,2025,15.03857730732534,0.0005026067589626,-0.0031261006023125
adams,2025-05-29,2025,15.673079931959876,0.0007056434935922,-0.0035908228018628
adams,2025-05-30,2025,17.243091259735763,0.0012386737576119,-0.00497927696122
adams,2025-05-31,2025,20.263519526763787,6.459728431693524e-06,-0.0052120332473804
adams,2025-06-01,2025,21.714732255841966,8.55822065659595e-07,-0.0053002886623943
allamakee,2025-04-01,2025,1.795097898503343,0.0013110419816416,-0.0009758131605265
allamakee,2025-04-02,2025,6.39242910317148,0.0146580030435793,-0.0019703629925542
allamakee,2025-04-03,2025,6.3710330297076325,9.540660312616722e-06,-0.0013168496795613
allamakee,2025-04-04,2025,4.709617109974943,2.4081788948525463e-05,-0.0009163186570371
allamakee,2025-04-05,2025,5.374646172382256,0.0004952256999013,-0.0016290985367311
allamakee,2025-04-06,2025,3.6465255806865002,4.351138045421976e-07,-0.0017496945226279
allamakee,2025-04-07,2025,3.432827472880547,4.478168891770136e-05,-0.0015629353058492
allamakee,2025-04-08,2025,0.9456445044357906,0.0,-0.0015176005776886
allamakee,2025-04-09,2025,4.931093025448547,0.0004768883234761,-0.0013583824706037
allamakee,2025-04-10,2025,5.106855635350485,0.0007101535609493,-0.0008393819499892
allamakee,2025-04-11,2025,6.191230823749265,0.0001472119242725,-0.001128058146282
allamakee,2025-04-12,2025,8.792945017520992,3.192219902773977e-05,-0.0017483716257914
allamakee,2025-04-13,2025,11.936384157428165,0.0039693201303166,-0.001787867367146
allamakee,2025-04-14,2025,11.609433319758978,3.389893822327107e-05,-0.0018591430737357
allamakee,2025-04-15,2025,6.88901541299191,0.0004679684809007,-0.0019968086852088
allamakee,2025-04-16,2025,6.491689317089026,0.0,-0.0020852732742357
allamakee,2025-04-17,2025,11.804707154019184,0.0004436039889752,-0.0018093341930504
allamakee,2025-04-18,2025,13.059297518442861,0.0313857584513043,-0.0009948201255016
allamakee,2025-04-19,2025,8.798322045873135,0.0021658677115079,-0.0024747472220513
allamakee,2025-04-20,2025,6.7192703019744044,0.0098673928891224,-0.001253566221305
allamakee,2025-04-21,2025,7.747803456437509,0.0310421619908122,-0.0019443098548968
allamakee,2025-04-22,2025,11.934532602645106,0.00106035998006,-0.002609762952866
allamakee,2025-04-23,2025,14.301803617948394,0.006640365938282,-0.002145745411692
allamakee,2025-04-24,2025,13.78950529565219,0.0063342093987402,-0.0022948556922622
allamakee,2025-04-25,2025,9.811787492784902,0.0163102292300396,-0.0016793962414588
allamakee,2025-04-26,2025,9.173451210156486,1.2013984484695333e-07,-0.0025955897807021
allamakee,2025-04-27,2025,11.588267022983132,0.0010746886369472,-0.0029099032831893
allamakee,2025-04-28,2025,16.42157944462258,0.002606947128489,-0.0016782815051156
allamakee,2025-04-29,2025,14.212604491968762,0.0190710491915278,-0.0028884696669374
allamakee,2025-04-30,2025,12.242032854180081,1.20309259927259e-10,-0.0025858109665601
allamakee,2025-05-01,2025,11.807887018153224,0.0129141580398682,-0.0013092437797098
allamakee,2025-05-02,2025,10.920870734442246,0.0011745508327747,-0.0015239257104283
allamakee,2025-05-03,2025,10.44426319819803,0.0003711017986403,-0.0017930071311116
allamakee,2025-05-04,2025,13.088446086741783,8.630463774750297e-07,-0.0030535310549788
allamakee,2025-05-05,2025,13.457839910570385,8.523463748133508e-07,-0.0026861369662928
allamakee,2025-05-06,2025,15.548517839343049,1.7171240642710472e-06,-0.003345928803236
allamakee,2025-05-07,2025,17.47792133505817,9.059752463417508e-07,-0.0030443405330151
allamakee,2025-05-08,2025,13.152679430432158,5.965357985360242e-09,-0.0034600768032982
allamakee,2025-05-09,2025,13.468556003630283,4.351138045421976e-07,-0.0035522131052578
allamakee,2025-05-10,2025,16.90758666887433,8.583068833445395e-07,-0.0037677162215616
allamakee,2025-05-11,2025,16.34183182992149,8.583068797918258e-07,-0.0039236773547257
allamakee,2025-05-12,2025,18.66687353501544,2.1457671550706436e-06,-0.0038989765068074
allamakee,2025-05-13,2025,20.140556337188173,0.0008155719170039,-0.0030886389598714
allamakee,2025-05-14,2025,20.58461789315379,9.940419033658348e-05,-0.0033389834033699
allamakee,2025-05-15,2025,22.13454041052819,0.0026146428661689,-0.003454997064446
allamakee,2025-05-16,2025,19.103956558035577,0.0010349183463404,-0.0042766071434018
allamakee,2025-05-17,2025,11.123708387400086,0.0003948376415152,-0.002151133720931
allamakee,2025-05-18,2025,11.375817206292538,3.8234414844211785e-06,-0.0033063555004658
allamakee,2025-05-19,2025,11.205390559496266,0.0005008525853271,-0.0023465538007653
allamakee,2025-05-20,2025,9.499791244751577,0.040282410678112,-0.0027700266772431
allamakee,2025-05-21,2025,8.293199335386305,0.0146637709456867,-0.0013804402141599
allamakee,2025-05-22,2025,10.746844320087291,0.0015331089084123,-0.0029145871843202
allamakee,2025-05-23,2025,11.951079664336646,0.0,-0.0034727821231543
allamakee,2025-05-24,2025,13.038658725136997,1.7046927496267017e-06,-0.0034183530704115
allamakee,2025-05-25,2025,14.175232684045966,0.0,-0.0038189534315817
allamakee,2025-05-26,2025,14.666567789030523,1.5839872966784586e-05,-0.0032163291177019
allamakee,2025-05-27,2025,15.013211286352828,0.0002108486495279,-0.0022080599108315
allamakee,2025-05-28,2025,13.85003361216144,0.0045520718284485,-0.0027404411568989
allamakee,2025-05-29,2025,14.208357417719071,0.0002957150882699,-0.0033566309272638
allamakee,2025-05-30,2025,17.840141227099082,0.0002791599301023,-0.0044954313417354
allamakee,2025-05-31,2025,19.247718682034872,2.1239259433527346e-05,-0.0040909499371929
allamakee,2025-06-01,2025,18.07705405811413,8.55822065659595e-07,-0.0042465541715563
appanoose,2025-04-01,2025,5.775436193851249,0.0008067229565301,-0.001418529476334
appanoose,2025-04-02,2025,13.14924254905344,0.0604530858265428,-0.0031639909143504
appanoose,2025-04-03,2025,9.288642951653742,1.1730919167285363e-05,-0.0021452240398023
appanoose,2025-04-04,2025,6.692526189719956,0.0044070211847361,-0.0013172409843226
appanoose,2025-04-05,2025,6.067138641384247,0.0027427026815002,-0.0021330993168537
appanoose,2025-04-06,2025,4.705810327073436,5.3132252074165e-06,-0.0029616489209689
appanoose,2025-04-07,2025,5.397673496943867,4.351138045421976e-07,-0.0028318452855779
appanoose,2025-04-08,2025,2.865789054040704,0.0,-0.0028626933979376
appanoose,2025-04-09,2025,10.658092377542232,0.0021505331483508,-0.003818013055187
appanoose,2025-04-10,2025,11.147902643479881,0.0015281215891508,-0.0028423550949776
appanoose,2025-04-11,2025,9.464525719733274,0.0010757499707844,-0.0021633186228704
appanoose,2025-04-12,2025,10.233796337564968,1.265911691916699e-06,-0.0032684204308091
appanoose,2025-04-13,2025,16.75017834639516,1.739986305422945e-06,-0.0036512649467572
appanoose,2025-04-14,2025,15.05288528388769,1.1352255373619408e-05,-0.0037242841829542
appanoose,2025-04-15,2025,9.726599631116073,1.3717991740749372e-05,-0.0039662682092603
appanoose,2025-04-16,2025,11.311114409028903,9.619607886673328e-05,-0.0040258879306634
appanoose,2025-04-17,2025,17.388486825828295,0.0015235470956726,-0.0034749466466946
appanoose,2025-04-18,2025,18.980974773361766,0.0002303199444806,-0.002202263784987
appanoose,2025-04-19,2025,11.427694702874419,7.280700085011475e-05,-0.0031482005278347
appanoose,2025-04-20,2025,11.060076052733223,0.0363585883828655,-0.0012662371916661
appanoose,2025-04-21,2025,11.90920707776354,0.0311677878597874,-0.0037270918221417
appanoose,2025-04-22,2025,15.862425213114193,0.0005303796158147,-0.0037405669474855
appanoose,2025-04-23,2025,18.260429421638264,0.0016174624134193,-0.0040547758883595
appanoose,2025-04-24,2025,18.46710901194757,0.0004662279548573,-0.0032369691803298
appanoose,2025-04-25,2025,17.20371792122728,0.0037453141452428,-0.0029153228656838
appanoose,2025-04-26,2025,13.039877227640375,1.4236662332353018e-06,-0.0039629106024148
appanoose,2025-04-27,2025,13.312339186804536,8.983565764429628e-06,-0.0021726093224307
appanoose,2025-04-28,2025,18.403638545926924,0.0001364589480729,-0.0025556010309055
appanoose,2025-04-29,2025,17.3696880348395,3.7391280258858896e-06,-0.004021014856869
appanoose,2025-04-30,2025,12.923863554273169,0.0043931828356124,-0.0021652598772484
appanoose,2025-05-01,2025,14.863350827263616,0.0045320449431902,-0.0022776345526051
appanoose,2025-05-02,2025,12.76800072650019,0.0011583353116188,-0.0026347873772121
appanoose,2025-05-03,2025,10.010482591180335,0.000503072766264,-0.0024311521602242
appanoose,2025-05-04,2025,11.869834892307551,8.630463774750297e-07,-0.0039561796212731
appanoose,2025-05-05,2025,14.179210587396597,8.523463748133508e-07,-0.0039454874992419
appanoose,2025-05-06,2025,14.839838583824417,1.7171240642710472e-06,-0.0042645576255388
appanoose,2025-05-07,2025,17.181790892799654,0.0001766097588783,-0.0037734010414296
appanoose,2025-05-08,2025,16.379018391210025,2.5690106114757433e-05,-0.004480503189885
appanoose,2025-05-09,2025,15.140442862250268,4.351138045421976e-07,-0.00487906463198
appanoose,2025-05-10,2025,17.02639661578695,8.583068833445395e-07,-0.004963677797383
appanoose,2025-05-11,2025,19.268462413485793,8.583068797918258e-07,-0.0057549020659945
appanoose,2025-05-12,2025,19.947988961294755,2.1457671550706436e-06,-0.0049706721724594
appanoose,2025-05-13,2025,21.990370381662046,5.893285697025827e-05,-0.0043336359406079
appanoose,2025-05-14,2025,23.305929470941862,2.691855831632082e-05,-0.0045182691313584
appanoose,2025-05-15,2025,24.947695688642227,0.000278607997924,-0.0060207802527467
appanoose,2025-05-16,2025,22.27470093454741,0.0002929192187519,-0.0060862727632167
appanoose,2025-05-17,2025,15.969757875797995,1.7166137808999338e-06,-0.0045014424881454
appanoose,2025-05-18,2025,15.766226881940554,2.9341787938397953e-06,-0.0046558276053598
appanoose,2025-05-19,2025,19.817185937264128,0.00442755104309,-0.0033902738858496
appanoose,2025-05-20,2025,18.362265790487868,0.0409705271643719,-0.0030497225190827
appanoose,2025-05-21,2025,14.007254990399076,0.0003051872187952,-0.0048237569570021
appanoose,2025-05-22,2025,12.407695573358126,0.0002860130908251,-0.0037107088207972
appanoose,2025-05-23,2025,13.606226885425201,9.956131993965148e-06,-0.0044689072835102
appanoose,2025-05-24,2025,16.45786755181672,0.0007788130036698,-0.0037280980347899
appanoose,2025-05-25,2025,16.105492905505287,0.0022300223823592,-0.0027009677555007
appanoose,2025-05-26,2025,16.544475655883105,2.5312995826878673e-08,-0.0048616771227534
appanoose,2025-05-27,2025,15.996347579766166,0.0038224949843685,-0.0027918439733946
appanoose,2025-05-28,2025,16.114036697658037,0.0011936012045249,-0.0030801187142186
appanoose,2025-05-29,2025,16.757209435453035,0.0012448094637968,-0.0035009931962729
appanoose,2025-05-30,2025,17.982185950633095,0.0008393046092348,-0.0053572977709407
appanoose,2025-05-31,2025,21.236246271179482,8.64594085214776e-07,-0.0058596424998115
appanoose,2025-06-01,2025,21.536172769038615,8.55822065659595e-07,-0.0054130227913197
audubon,2025-04-01,2025,5.199962423662328,0.0016745437310909,-0.0012697553023654
audubon,2025-04-02,2025,10.012311069310215,0.0135325668758238,-0.0018848119709867
audubon,2025-04-03,2025,6.5369577861088715,1.732844596741755e-06,-0.0019880951016944
audubon,2025-04-04,2025,6.398443921196758,0.0008157672136301,-0.0011906994456464
audubon,2025-04-05,2025,5.0057919745066215,0.0002808176287343,-0.00195729772241
audubon,2025-04-06,2025,3.8780936689305463,4.351138045421976e-07,-0.0023080652459249
audubon,2025-04-07,2025,4.318824800365348,4.351138045421976e-07,-0.0020055363806176
audubon,2025-04-08,2025,2.710631965403536,0.0,-0.0022152269059509
audubon,2025-04-09,2025,10.313134616590673,0.0006038836423269,-0.0028592278407192
audubon,2025-04-10,2025,11.762443215543385,0.0002921662322929,-0.0024760625611722
audubon,2025-04-11,2025,9.35224825868056,1.8486582382428112e-06,-0.0022300018721062
audubon,2025-04-12,2025,11.642820830720098,1.265911691916699e-06,-0.0028843405725494
audubon,2025-04-13,2025,17.872711938398595,4.236152763212908e-05,-0.0031675439141643
audubon,2025-04-14,2025,12.732542592449477,5.682571631720237e-05,-0.0024421405486646
audubon,2025-04-15,2025,8.80061224577156,5.0945990300308825e-05,-0.0028770399803983
audubon,2025-04-16,2025,11.726019580194077,0.0,-0.0033209962923469
audubon,2025-04-17,2025,18.694760507059527,0.000234434421608,-0.0023072044390945
audubon,2025-04-18,2025,13.322524928391374,0.0150543675936833,-0.0012053226590816
audubon,2025-04-19,2025,8.712132392282001,8.52346317969932e-07,-0.0028108326354594
audubon,2025-04-20,2025,7.315763191882752,0.0062273156023391,-0.0013406886729833
audubon,2025-04-21,2025,10.579122623531987,0.0003547330854045,-0.0031439932480408
audubon,2025-04-22,2025,15.539513412395252,0.000222578179795,-0.0034445340575194
audubon,2025-04-23,2025,16.635299300338204,0.0045187035652442,-0.0031711772424622
audubon,2025-04-24,2025,14.961030899983882,0.0133245423092972,-0.0019777311207942
audubon,2025-04-25,2025,13.177446762878503,0.0127795402047279,-0.0020465818521789
audubon,2025-04-26,2025,10.74707182834618,0.0002554702406834,-0.0030416604306868
audubon,2025-04-27,2025,13.205447874994036,3.216226895490061e-05,-0.0017704316356818
audubon,2025-04-28,2025,18.96684554363725,0.0008023604116739,-0.0021654100980553
audubon,2025-04-29,2025,14.02980524702133,7.233647906953185e-05,-0.003715612993856
audubon,2025-04-30,2025,12.77718337601027,0.004475839054897,-0.0025885252547031
audubon,2025-05-01,2025,14.6870492083533,0.0107288295027753,-0.001955061384374
audubon,2025-05-02,2025,11.343339255231001,0.0035926771653991,-0.0021101320574861
audubon,2025-05-03,2025,10.00203368634459,0.000805312769047,-0.0032645860631431
audubon,2025-05-04,2025,12.642625472555267,8.630463774750297e-07,-0.0037283392966298
audubon,2025-05-05,2025,15.12612954467636,8.523463748133508e-07,-0.0040540579366517
audubon,2025-05-06,2025,15.96275356299526,1.7171240642710472e-06,-0.0041702937500228
audubon,2025-05-07,2025,17.548609326301857,0.0001276109907012,-0.0036422294353818
audubon,2025-05-08,2025,17.158660997510708,5.96687029853304e-08,-0.003993223280949
audubon,2025-05-09,2025,16.6324040990026,4.351138045421976e-07,-0.0042571422055394
audubon,2025-05-10,2025,19.764631166925028,8.583068833445395e-07,-0.0049392504408504
audubon,2025-05-11,2025,21.056657809682008,8.583068797918258e-07,-0.005255576565655
audubon,2025-05-12,2025,20.56271299156839,2.1457671550706436e-06,-0.0053087088226566
audubon,2025-05-13,2025,21.61314532557566,8.583068797918258e-07,-0.0047553121838808
audubon,2025-05-14,2025,23.446679218227928,0.0,-0.0048429739046875
audubon,2025-05-15,2025,22.33475354373377,0.0060424128613984,-0.0042870839169786
audubon,2025-05-16,2025,18.26779331502746,7.807220404818974e-05,-0.0036180156649778
audubon,2025-05-17,2025,12.641791998097062,8.342506697254307e-06,-0.0030722469802529
audubon,2025-05-18,2025,13.507904553658136,2.1517271306947805e-06,-0.0036036101454092
audubon,2025-05-19,2025,16.592120999279416,0.0210406255753975,-0.0028485317512318
audubon,2025-05-20,2025,14.546938231770753,0.0175553110639118,-0.0017361836526879
audubon,2025-05-21,2025,11.795817144932187,1.2371611210424636e-05,-0.0031663379637862
audubon,2025-05-22,2025,10.952564427146001,0.0003994114262725,-0.0025792224079059
audubon,2025-05-23,2025,12.50351884990306,0.0002952453956011,-0.0037130437605035
audubon,2025-05-24,2025,14.486129032172869,0.0069106305075469,-0.002685836219549
audubon,2025-05-25,2025,14.397214653692856,0.007402054921881,-0.0035725318257606
audubon,2025-05-26,2025,14.5598040428236,0.0002635468520957,-0.0029243877644445
audubon,2025-05-27,2025,12.93362993923381,0.0071199367559913,-0.0021030280258355
audubon,2025-05-28,2025,14.414999335148138,0.0004826836509842,-0.0029686416602902
audubon,2025-05-29,2025,14.613091405556418,0.001188635727503,-0.0033817436094766
audubon,2025-05-30,2025,17.337664543683218,0.0002036235750586,-0.0048725935920871
audubon,2025-05-31,2025,19.900054793221557,8.684094499796044e-07,-0.0050989984380369
audubon,2025-06-01,2025,21.295378612357467,8.55822065659595e-07,-0.0051068354712798
benton,2025-04-01,2025,3.515619555814908,0.0008598051898401,-0.0009942994287087
benton,2025-04-02,2025,10.543492316956247,0.0119622661091328,-0.0026475463584683
benton,2025-04-03,2025,7.7134934666919435,1.7225742112714215e-06,-0.0018731923063201
benton,2025-04-04,2025,5.639566845526588,0.0011871608775846,-0.001105055085557
benton,2025-04-05,2025,6.008313166593041,0.0011898238992093,-0.0019375622753615
benton,2025-04-06,2025,4.07437888868526,4.351138045421976e-07,-0.0023765089397709
benton,2025-04-07,2025,4.693195257921786,4.355205891150184e-07,-0.0018802567319421
benton,2025-04-08,2025,1.358436709680575,0.0,-0.0021024300091772
benton,2025-04-09,2025,7.734902415756778,0.0008549633243952,-0.0019684666584841
benton,2025-04-10,2025,8.91085325414059,0.0033035092787462,-0.0018121378334526
benton,2025-04-11,2025,8.461546732000045,0.0008566628387887,-0.00205126271576
benton,2025-04-12,2025,10.065826721483859,1.3062523514833138e-06,-0.0026389714624818
benton,2025-04-13,2025,14.337313272598976,0.0001972887473701,-0.0023187958352305
benton,2025-04-14,2025,14.008092800837119,2.3965337827689405e-05,-0.0024799099849182
benton,2025-04-15,2025,8.27898611131252,0.0002232348231816,-0.002503891196875
benton,2025-04-16,2025,8.952253335341481,6.120180946657029e-07,-0.002892312263989
benton,2025-04-17,2025,14.084149351481415,0.0167422689313766,-0.0024796880967201
benton,2025-04-18,2025,16.664518352425944,0.0146712094449186,-0.0013192489341503
benton,2025-04-19,2025,10.233056461176773,0.0002024349123929,-0.0028192264495933
benton,2025-04-20,2025,8.471754607732237,0.0142780481807385,-0.0013567963371227
benton,2025-04-21,2025,10.817453289559865,0.0456091134049387,-0.0024569312696039
benton,2025-04-22,2025,14.249103798019803,0.0072146682941788,-0.0033946769564182
benton,2025-04-23,2025,17.268815223041088,0.0042513109933562,-0.0032381857492595
benton,2025-04-24,2025,17.604665423475012,0.0002155724695614,-0.0027211622583607
benton,2025-04-25,2025,14.319683883036987,0.0078168327807105,-0.0025582833300043
